,0,1,2,3,>4
single-family detached home,0.6181818181818182,0.2,0.10909090909090909,0.05454545454545454,0.01818181818181818
scalar,0.8,0.2,0.0,0.0,0.0
mental object,0.18181818181818182,0.2,0.43636363636363634,0.10909090909090909,0.07272727272727272
municipality,0.03636363636363636,0.2,0.12727272727272726,0.07272727272727272,0.5636363636363636
administrative territorial entity of Italy,0.2909090909090909,0.2,0.3090909090909091,0.12727272727272726,0.07272727272727272
languoid class,0.6363636363636364,0.2,0.10909090909090909,0.01818181818181818,0.03636363636363636
publication,0.6,0.2,0.09090909090909091,0.05454545454545454,0.05454545454545454
genre,0.6,0.2,0.09090909090909091,0.05454545454545454,0.05454545454545454
biography,0.6909090909090909,0.2,0.05454545454545454,0.03636363636363636,0.01818181818181818
album,0.6181818181818182,0.2,0.10909090909090909,0.05454545454545454,0.01818181818181818
biographical work,0.6545454545454545,0.2,0.03636363636363636,0.01818181818181818,0.09090909090909091
government,0.03636363636363636,0.2,0.12727272727272726,0.07272727272727272,0.5636363636363636
gifting,0.2909090909090909,0.2,0.3090909090909091,0.12727272727272726,0.07272727272727272
noun phrase,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
human behaviour,0.8,0.2,0.0,0.0,0.0
noun,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
local government,0.03636363636363636,0.2,0.12727272727272726,0.07272727272727272,0.5636363636363636
lexical item,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
anthroponym,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
parish of Victoria,0.8,0.2,0.0,0.0,0.0
United States Supreme Court decision,0.6,0.2,0.16363636363636364,0.03636363636363636,0.0
public educational institution,0.7272727272727273,0.2,0.03636363636363636,0.03636363636363636,0.0
lexeme,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
county of Iowa,0.6909090909090909,0.2,0.07272727272727272,0.03636363636363636,0.0
cultural heritage,0.34545454545454546,0.2,0.12727272727272726,0.2,0.12727272727272726
proper noun,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
proper name,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
constituent,0.18181818181818182,0.2,0.43636363636363634,0.10909090909090909,0.07272727272727272
syntagma,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
phrase,0.18181818181818182,0.2,0.4727272727272727,0.09090909090909091,0.05454545454545454
linguistic unit,0.18181818181818182,0.2,0.43636363636363634,0.10909090909090909,0.07272727272727272
thoroughfare,0.7272727272727273,0.18181818181818182,0.07272727272727272,0.0,0.01818181818181818
product,0.6727272727272727,0.18181818181818182,0.05454545454545454,0.05454545454545454,0.03636363636363636
natural object,0.7636363636363637,0.18181818181818182,0.01818181818181818,0.01818181818181818,0.01818181818181818
construction,0.2,0.18181818181818182,0.12727272727272726,0.10909090909090909,0.38181818181818183
railway facility,0.2,0.18181818181818182,0.12727272727272726,0.10909090909090909,0.38181818181818183
civil township,0.6,0.18181818181818182,0.12727272727272726,0.03636363636363636,0.05454545454545454
written work,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0
municipal corporation in the United States,0.07272727272727272,0.18181818181818182,0.14545454545454545,0.10909090909090909,0.4909090909090909
military base,0.6545454545454545,0.18181818181818182,0.07272727272727272,0.03636363636363636,0.05454545454545454
metaclass,0.6727272727272727,0.18181818181818182,0.09090909090909091,0.05454545454545454,0.0
MediaWiki main-namespace page,0.7454545454545455,0.18181818181818182,0.0,0.03636363636363636,0.03636363636363636
citation,0.05454545454545454,0.18181818181818182,0.12727272727272726,0.07272727272727272,0.5636363636363636
cross-reference,0.05454545454545454,0.18181818181818182,0.12727272727272726,0.07272727272727272,0.5636363636363636
peninsula,0.05454545454545454,0.18181818181818182,0.10909090909090909,0.07272727272727272,0.5818181818181818
Wikimedia article page,0.7454545454545455,0.18181818181818182,0.0,0.03636363636363636,0.03636363636363636
social phenomenon,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0
minor civil division,0.7272727272727273,0.18181818181818182,0.01818181818181818,0.01818181818181818,0.05454545454545454
human activity,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0
type of French administrative division,0.7272727272727273,0.18181818181818182,0.07272727272727272,0.0,0.01818181818181818
cellular component,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0
cell,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0
real property,0.7090909090909091,0.18181818181818182,0.03636363636363636,0.03636363636363636,0.03636363636363636
sign,0.18181818181818182,0.18181818181818182,0.38181818181818183,0.16363636363636364,0.09090909090909091
railway station,0.2,0.18181818181818182,0.12727272727272726,0.10909090909090909,0.38181818181818183
product,0.7090909090909091,0.18181818181818182,0.03636363636363636,0.03636363636363636,0.03636363636363636
part,0.7818181818181819,0.18181818181818182,0.03636363636363636,0.0,0.0
section of populated place,0.7818181818181819,0.18181818181818182,0.03636363636363636,0.0,0.0
village of Wisconsin,0.7636363636363637,0.18181818181818182,0.03636363636363636,0.01818181818181818,0.0
rural settlement,0.8,0.18181818181818182,0.01818181818181818,0.0,0.0
MediaWiki page,0.6545454545454545,0.18181818181818182,0.09090909090909091,0.03636363636363636,0.03636363636363636
school,0.6545454545454545,0.18181818181818182,0.10909090909090909,0.01818181818181818,0.03636363636363636
collection,0.7818181818181819,0.18181818181818182,0.03636363636363636,0.0,0.0
ratio scale of measurement,0.7818181818181819,0.18181818181818182,0.03636363636363636,0.0,0.0
human,0.7090909090909091,0.18181818181818182,0.03636363636363636,0.03636363636363636,0.03636363636363636
state park,0.7818181818181819,0.18181818181818182,0.03636363636363636,0.0,0.0
unincorporated area,0.12727272727272726,0.18181818181818182,0.23636363636363636,0.14545454545454545,0.3090909090909091
human-made landform,0.7090909090909091,0.18181818181818182,0.03636363636363636,0.03636363636363636,0.03636363636363636
unincorporated community,0.12727272727272726,0.18181818181818182,0.23636363636363636,0.14545454545454545,0.3090909090909091
work,0.7090909090909091,0.18181818181818182,0.03636363636363636,0.03636363636363636,0.03636363636363636
transport facility,0.18181818181818182,0.18181818181818182,0.14545454545454545,0.10909090909090909,0.38181818181818183
antisymmetric tensor,0.7818181818181819,0.18181818181818182,0.03636363636363636,0.0,0.0
national park,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
Vermont state park,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
requirement,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
township of Indiana,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
former administrative territorial entity,0.7272727272727273,0.16363636363636364,0.09090909090909091,0.0,0.01818181818181818
English country house,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
mansion,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
data redundancy,0.7636363636363637,0.16363636363636364,0.0,0.03636363636363636,0.03636363636363636
administrative territorial entity of Minnesota,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
Wikimedia duplicated page,0.7636363636363637,0.16363636363636364,0.0,0.03636363636363636,0.03636363636363636
administrative territorial entity of Australia,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
ghost town,0.7818181818181819,0.16363636363636364,0.03636363636363636,0.0,0.01818181818181818
county of Idaho,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
publisher,0.7818181818181819,0.16363636363636364,0.03636363636363636,0.0,0.01818181818181818
communication medium,0.7090909090909091,0.16363636363636364,0.07272727272727272,0.03636363636363636,0.01818181818181818
human communication,0.7454545454545455,0.16363636363636364,0.09090909090909091,0.0,0.0
scholarly article,0.7090909090909091,0.16363636363636364,0.10909090909090909,0.01818181818181818,0.0
scalar physical quantity,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
lands administrative division of Victoria,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
glider airfield,0.7090909090909091,0.16363636363636364,0.10909090909090909,0.01818181818181818,0.0
lands administrative division of Australia,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
scientific work,0.7090909090909091,0.16363636363636364,0.10909090909090909,0.01818181818181818,0.0
protected area,0.8363636363636363,0.16363636363636364,0.0,0.0,0.0
authority,0.01818181818181818,0.16363636363636364,0.18181818181818182,0.07272727272727272,0.5636363636363636
organ,0.01818181818181818,0.16363636363636364,0.18181818181818182,0.07272727272727272,0.5636363636363636
power,0.01818181818181818,0.16363636363636364,0.18181818181818182,0.07272727272727272,0.5636363636363636
city,0.09090909090909091,0.16363636363636364,0.14545454545454545,0.10909090909090909,0.4909090909090909
urban area,0.09090909090909091,0.16363636363636364,0.14545454545454545,0.10909090909090909,0.4909090909090909
borough,0.8181818181818182,0.16363636363636364,0.01818181818181818,0.0,0.0
borough in the United States,0.7272727272727273,0.16363636363636364,0.07272727272727272,0.03636363636363636,0.0
power,0.01818181818181818,0.16363636363636364,0.18181818181818182,0.07272727272727272,0.5636363636363636
city/town,0.09090909090909091,0.16363636363636364,0.14545454545454545,0.10909090909090909,0.4909090909090909
political power,0.01818181818181818,0.16363636363636364,0.18181818181818182,0.07272727272727272,0.5636363636363636
animal behavior,0.8181818181818182,0.14545454545454545,0.03636363636363636,0.0,0.0
legal case,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
green space,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
locality,0.09090909090909091,0.14545454545454545,0.12727272727272726,0.10909090909090909,0.5272727272727272
building division,0.8545454545454545,0.14545454545454545,0.0,0.0,0.0
mountain range,0.8545454545454545,0.14545454545454545,0.0,0.0,0.0
mountain,0.8181818181818182,0.14545454545454545,0.03636363636363636,0.0,0.0
park,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
energy generating station,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
residence,0.7818181818181819,0.14545454545454545,0.05454545454545454,0.0,0.01818181818181818
comics character,0.8,0.14545454545454545,0.01818181818181818,0.0,0.03636363636363636
fictional entity,0.7272727272727273,0.14545454545454545,0.07272727272727272,0.01818181818181818,0.03636363636363636
film character,0.8,0.14545454545454545,0.01818181818181818,0.0,0.03636363636363636
venue,0.2,0.14545454545454545,0.16363636363636364,0.09090909090909091,0.4
borough of Pennsylvania,0.23636363636363636,0.14545454545454545,0.10909090909090909,0.07272727272727272,0.43636363636363634
strait,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
sound,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
village,0.38181818181818183,0.14545454545454545,0.09090909090909091,0.12727272727272726,0.2545454545454545
secondary school,0.8,0.14545454545454545,0.0,0.0,0.05454545454545454
state,0.5818181818181818,0.14545454545454545,0.10909090909090909,0.07272727272727272,0.09090909090909091
communication,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
problem,0.5636363636363636,0.14545454545454545,0.10909090909090909,0.09090909090909091,0.09090909090909091
physiological condition,0.5636363636363636,0.14545454545454545,0.10909090909090909,0.09090909090909091,0.09090909090909091
condition,0.7636363636363637,0.14545454545454545,0.05454545454545454,0.01818181818181818,0.01818181818181818
knowledge,0.18181818181818182,0.14545454545454545,0.34545454545454546,0.18181818181818182,0.14545454545454545
Wikimedia project page,0.7636363636363637,0.14545454545454545,0.05454545454545454,0.01818181818181818,0.01818181818181818
precept,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
county of South Carolina,0.8545454545454545,0.14545454545454545,0.0,0.0,0.0
county of Texas,0.8545454545454545,0.14545454545454545,0.0,0.0,0.0
phenomenon,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
station,0.2,0.14545454545454545,0.16363636363636364,0.09090909090909091,0.4
watercolor painting,0.8363636363636363,0.14545454545454545,0.0,0.01818181818181818,0.0
historical fact,0.8181818181818182,0.14545454545454545,0.01818181818181818,0.0,0.01818181818181818
sentence,0.8181818181818182,0.14545454545454545,0.01818181818181818,0.0,0.01818181818181818
landscape,0.8363636363636363,0.14545454545454545,0.01818181818181818,0.0,0.0
statement,0.8181818181818182,0.14545454545454545,0.01818181818181818,0.0,0.01818181818181818
delegated commune,0.8181818181818182,0.14545454545454545,0.01818181818181818,0.0,0.01818181818181818
drawing,0.8181818181818182,0.14545454545454545,0.01818181818181818,0.01818181818181818,0.0
auto show,0.8181818181818182,0.14545454545454545,0.01818181818181818,0.01818181818181818,0.0
act,0.43636363636363634,0.14545454545454545,0.12727272727272726,0.01818181818181818,0.2727272727272727
activity,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
industry,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
city of Wisconsin,0.8727272727272727,0.12727272727272726,0.0,0.0,0.0
conflict,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
public space,0.6545454545454545,0.12727272727272726,0.12727272727272726,0.05454545454545454,0.03636363636363636
international conference,0.8181818181818182,0.12727272727272726,0.03636363636363636,0.01818181818181818,0.0
operation,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
legal action,0.7818181818181819,0.12727272727272726,0.03636363636363636,0.05454545454545454,0.0
administrative territorial entity of England,0.7818181818181819,0.12727272727272726,0.03636363636363636,0.01818181818181818,0.03636363636363636
convention,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
competition,0.8181818181818182,0.12727272727272726,0.03636363636363636,0.01818181818181818,0.0
administrative territorial entity of North Carolina,0.8727272727272727,0.12727272727272726,0.0,0.0,0.0
aspect of music,0.509090909090909,0.12727272727272726,0.07272727272727272,0.01818181818181818,0.2727272727272727
contradiction,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
production,0.8727272727272727,0.12727272727272726,0.0,0.0,0.0
meeting,0.8181818181818182,0.12727272727272726,0.03636363636363636,0.01818181818181818,0.0
event,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
change,0.509090909090909,0.12727272727272726,0.07272727272727272,0.01818181818181818,0.2727272727272727
television program,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
thermal power station,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
social space,0.6545454545454545,0.12727272727272726,0.12727272727272726,0.05454545454545454,0.03636363636363636
frazione,0.7636363636363637,0.12727272727272726,0.01818181818181818,0.03636363636363636,0.05454545454545454
enterprise,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
swamp,0.7818181818181819,0.12727272727272726,0.03636363636363636,0.05454545454545454,0.0
wetland,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
education agency,0.8727272727272727,0.12727272727272726,0.0,0.0,0.0
comic format,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
biological component,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
political territorial entity,0.03636363636363636,0.12727272727272726,0.12727272727272726,0.09090909090909091,0.6181818181818182
government organization,0.8727272727272727,0.12727272727272726,0.0,0.0,0.0
newscast,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
broadcasting program,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
post office,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
public building,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
medical organization,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
landmass,0.8545454545454545,0.12727272727272726,0.01818181818181818,0.0,0.0
facility,0.14545454545454545,0.12727272727272726,0.21818181818181817,0.10909090909090909,0.4
intraspecies interaction between organisms,0.8545454545454545,0.10909090909090909,0.0,0.0,0.03636363636363636
film gauge,0.8727272727272727,0.10909090909090909,0.01818181818181818,0.0,0.0
legal act,0.8545454545454545,0.10909090909090909,0.0,0.0,0.03636363636363636
body of water,0.8545454545454545,0.10909090909090909,0.0,0.0,0.03636363636363636
single,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
metric function,0.8727272727272727,0.10909090909090909,0.01818181818181818,0.0,0.0
comic strip,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
coal-fired power station,0.8545454545454545,0.10909090909090909,0.0,0.0,0.03636363636363636
country house,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
individual,0.8727272727272727,0.10909090909090909,0.01818181818181818,0.0,0.0
county of West Virginia,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
measurement scale,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
township of Minnesota,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
statistical territorial entity,0.07272727272727272,0.10909090909090909,0.18181818181818182,0.03636363636363636,0.6
parish of Australia,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
gazetted locality of Victoria,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
ferry route,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
fossil taxon,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
work,0.8181818181818182,0.10909090909090909,0.03636363636363636,0.01818181818181818,0.01818181818181818
urban unit definition,0.8727272727272727,0.10909090909090909,0.01818181818181818,0.0,0.0
music term,0.8545454545454545,0.10909090909090909,0.03636363636363636,0.0,0.0
civil town of Wisconsin,0.7818181818181819,0.10909090909090909,0.03636363636363636,0.03636363636363636,0.03636363636363636
work of art,0.8727272727272727,0.10909090909090909,0.01818181818181818,0.0,0.0
seat,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
gold mine,0.8727272727272727,0.10909090909090909,0.0,0.01818181818181818,0.0
museum,0.8727272727272727,0.10909090909090909,0.01818181818181818,0.0,0.0
cultural organization,0.8727272727272727,0.10909090909090909,0.0,0.01818181818181818,0.0
Mining companies,0.8727272727272727,0.10909090909090909,0.0,0.01818181818181818,0.0
hotel,0.8363636363636363,0.10909090909090909,0.03636363636363636,0.01818181818181818,0.0
university-preparatory school,0.8363636363636363,0.10909090909090909,0.03636363636363636,0.01818181818181818,0.0
binary relation,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0
competition,0.8363636363636363,0.10909090909090909,0.03636363636363636,0.01818181818181818,0.0
township of Kansas,0.8363636363636363,0.10909090909090909,0.03636363636363636,0.0,0.01818181818181818
bridge,0.8545454545454545,0.10909090909090909,0.01818181818181818,0.0,0.01818181818181818
